username,date,content,video_title
@ISVVVc628,4 years ago,Released on November 4th 1984.,Madonna - Like A Virgin (Official Video)
@nakaniko,2 years ago (edited), @Dano-Bujar  ? A fan Is imho one that loves almost all her songs... I cannot say this. Having a bad day?,Madonna - Frozen (Official Video) [HD]
@luxeglam,2 months ago,2:13 ❤,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@eMBr188,10 months ago,Yeah 😊,Madonna - Jump (Official Video) [HD]
@albertopezzi6944,7 years ago,Sheels1976 Rossella Corazzin,Madonna - True Blue (Official Video)
@org6760,5 years ago,How old are you?,Madonna - Girl Gone Wild (Official Video)
@makeupwithalli8065,3 years ago,My song 🔥🔥🔥🔥🔥🔥🔥,Madonna - Back That Up To The Beat (Official Lyric Video)
@emiliyam19,2 years ago,"She actually still is. Her new tour is amazing, nobody comes close.",Madonna - Vogue (Official Video)
@rennycunila4444,8 years ago,ADORO!!!!!!!,Madonna - Girl Gone Wild
@vertbeke7977,1 year ago,👍♥️,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@maidelyspuga5460,3 years ago,Sin dudas ella es un ser único nacido para brillar😎,Madonna - Vogue (MDNA World Tour)
@pbmxnd,2 years ago,Oja welk jaar was dit?,Madonna - You'll See (Official Video)
@Abi-x7l,2 days ago,Me,Madonna - Back That Up To The Beat (Official Lyric Video)
@MrKarmapolice97,5 months ago,I remember being a little 8 year old boy and I had this cassette tape when it came out 1986.,Madonna - True Blue (Official Video)
@crtpitt3722,1 year ago,I love all Madonna's eras. She still survive of all haters. ❤❤❤,Madonna - Express Yourself (Official Video)
@arifhassanali,5 years ago,sending <3 from canada,Madonna - Rain (Official Video) [HD]
@t.o.o.smooth5870,4 years ago,Thanks boo.,Madonna - Justify My Love (Official Video) [HD]
@CatherineSwasey,7 months ago,​ @eastcoastgrandison4855 she is a iconic star and a incredible magician,Madonna - Cherish (Official Video) [HD]
@AngelicaEsparza-y1g,2 years ago,Sorry ❤❤,Madonna - Open Your Heart (Official Video) [HD]
@jluebs,4 years ago, @newbie2007  I'd agree with that except 'Confessions on a Dance Floor' came after 'American Life' and I don't think anyone would agree with you that COADF was her 'trying too hard.',Madonna - Girl Gone Wild (Official Video)
@Sparkle0501,4 years ago,Its terrible my ears hurts,Madonna - Die Another Day (Official Video)
@marioalt9420,4 days ago,Cause William Orbit is a genius.,Madonna - The Power Of Good-Bye (Official Video)
@lastonestanding1641,3 years ago,Look at her today ahahahaaa,Madonna - Papa Don't Preach (Official Video) [HD]
@luizguilhermemoreirasales1548,4 years ago,YES  MADONNA BIG STAR HELLO I FROM BRASIL 😎🙏🇧🇷,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@stevencoardvenice,3 years ago,Yup.  2022.   Used to go raving from 99 to 2002.  Surprised no one played this,Madonna - Ray Of Light (Official Video) [HD]
@Habbohq10,4 years ago,"Música épica tem que ter remix mesmo, faltou ela ser extendida, achei muito curta, tenho que ficar repetindo toda hora de tão foda que tá",Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@oppianolicario9180,4 months ago,Aqui!!!!!!!!!!!,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@user-rd5jx9el8r,2 weeks ago,"What of this is ahead? Its trance, very 90s sound",Madonna - What It Feels Like For A Girl (Official Video) [HD]
@kendall8954,5 years ago,I take that back there was a photo of her on my friends IG. I thought it was of my friend.,Madonna - Beautiful Stranger (Official Video) [HD]
@jetirawa3255,8 years ago,This song was a No.1 in Italy and No.1 on the billboard dance charts!!!!!,Madonna - Girl Gone Wild
@shwetabhayade7380,1 year ago,Me!!,Madonna - Girl Gone Wild (Official Video)
@LilChav-lu1yy,2 years ago,"Madonna, love you forever! ❤ ❤ ❤",Madonna - Justify My Love (Official Video) [HD]
@KawyaRathnayake,2 years ago,Me❤️❤️,Madonna - You'll See (Official Video)
@osvaldobasso4836,6 years ago,"It will become a clasic song, just like human nature, it wasn't a hit back then too.",Madonna - Ghosttown
@patrickoleary2862,2 years ago,They hadn't the first clue about music whoever said that.,Madonna - Cherish (Official Video) [HD]
@rorschachbr2815,1 year ago,Essa música é mó chave slk,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@Sophie1-t4f,1 year ago,Moi j’adore la madone toute ma jeunesse ❤❤❤❤,Madonna - Girl Gone Wild (Official Video)
@SilverTrees0219,4 years ago,Be sure to check out the associated album Ray Of Light out in 1998. It's a gem of a electro/ pop album.,Madonna - Nothing Really Matters (Official Video) [HD]
@jorgekox,6 years ago,Yo creí que era de Paul Oakenfold,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@daryltorrenteapole9486,1 year ago,Family Guy reference.,Madonna - Ray Of Light (Official Video) [HD]
@javanbedrock_official,5 days ago,x0.80 is perfection,Madonna - Back That Up To The Beat (Official Lyric Video)
@lucvanwassenhove4784,3 years ago,"For me one of the best Madonna  songs , like the beat and  very underrated , sounds fresh these days 😉❤️👏💯",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@bcarlosd,5 years ago,You’re referring to the “Erotica” video. MTV only played that once after midnight. Justify My Love never was played on MTV America.,Madonna - Justify My Love (Official Video) [HD]
@mariahpiner4634,9 years ago,Michael Owen I agree,Madonna - Ghosttown
@VANESSITAHQ,6 years ago,🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️🙋🏽‍♀️,"Madonna, Maluma - Medellín"
@ZokiBalkan,1 year ago,"2024 who's watching this ? and enjoy it like me!🎉
lela lela palle toute!",Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@钮钴禄狗剩,1 year ago,me,Madonna - 2012 Super Bowl Halftime Show
@niemand0079,3 years ago, @Pablo_20  I think it deserves top 5 at least,Madonna - Vogue (Official Video)
@ZaidaGombio-qe2pt,2 years ago,Biutefull song it bby,Madonna - Papa Don't Preach (Official Video) [HD]
@petrhaisman8645,4 years ago,"Yeah, she´s a neverending story...",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@aurilucif3999,11 months ago,Kocham Cię 💙,Madonna - Back That Up To The Beat (Official Lyric Video)
@marcelharris1442,3 years ago,That’s madonna😊,Madonna - Frozen (Official Video) [HD]
@AndreyKim,5 years ago,yes!,Madonna - Sorry (Official Video) [HD]
@davidinhoxoxo,5 years ago," @veedee4860  express yourself i think Dance Funk, and Live To Tell Pop Ballad.",Madonna - Frozen (Official Video) [HD]
@OluapOirevlis,7 years ago,Exactly what i feel!,Madonna - Celebration (Official Video)
@astrangerhere,4 years ago,"I was 17.  It was a good time, I wish I had appreciated it.  I remember when the Ray of Light album came out, I was waiting day after day for her to release it..",Madonna - Ray Of Light (Official Video) [HD]
@Rena66,5 years ago," @gjnoto1  I said ""about 54"", which means I knew that she would turn 54 in 2012 because I knew her birthday was August 16, 1958, LONG before most of you were born. I initially thought it was 2013, then remembered it was 2012, that's why I first started typing 54/55.  So no I'm NOT wrong. I just forgot the year of the MDNA album. People DO forget certain things once in a while. Unlike YOU, I admit I'm actually human.  And also UNLIKE most of you who are very young, I don't have to google ANYTHING on her because I have been a Madonna fan literally since she had her first hit in 1983 called Everybody, and I was 17 then, so DO NOT attempt to tell me anything about this woman because I can pretty much school most of you on all her music and I know the lyrics to all her songs and have the choreo memorized from all her 80s and 90s videos.  BOOM",Madonna - Girl Gone Wild (Official Video)
@angeleye1998,8 years ago (edited),"Indy T  No it's not just you . I say all the time that despite having better technology, video quality was still better in the 90's .",Madonna - Rain (Official Video) [HD]
@lyricallovey,5 years ago,.,Madonna - Open Your Heart (Official Video) [HD]
@Mmmkay9,1 year ago,​ @1MrMoor ​​Makes sense.. Means she did great because the woman shes playing in the movie is narcissistic as well...,Madonna - Don't Cry For Me Argentina (Official Video)
@jestmd3792,6 years ago,The song is beautiful. This is only wath is really important!!,Madonna - Like A Prayer (Official Video)
@johndean4727,3 years ago,and we never will again.,Madonna - Into The Groove (Official Video)
@juancitoperez2856,4 weeks ago,"boludo grande ya, +40 años tiene la canción",Madonna - Material Girl (Official Video) [HD]
@zidane-r9z,2 months ago,Thauk you bro❤,Madonna - La Isla Bonita (Official Video)
@queridogideon,5 years ago,True!,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@Вася-к9б9у,1 year ago,"Россия, порт Находка!!!❤️❤️❤️💕💕💕🔥🔥🔥",Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@alanavazquez8628,4 years ago,X2 ermana,Madonna - Ghosttown
@oleanboyd4058,3 years ago,The biggest pop star,Madonna Vs Sickick - Frozen (Fireboy DML Remix) [Official Music Video]
@mlcdori,4 years ago,U have good taste,Madonna - Girl Gone Wild (Official Video)
@bluebanistergirl,7 years ago,We can shout it loud!,Madonna - Express Yourself (Official Video)
@RyadaDkdk,2 years ago,Yes it Been 39 years.,Madonna - Like A Virgin (Official Video)
@ivanaminarovicova9907,10 years ago,"Yeah, I agree... Bitch I'm Madonna isn't very good song, but this one is the best! Madonna is a queen!",Madonna - Ghosttown
@gerome188durainayagam4,3 years ago, @stellam612  me to,Madonna - Who's That Girl (Official Video)
@cocoafemme47,3 years ago, @G-Man78  : WHAT about the lyrics?,Madonna - Like A Prayer (Official Video)
@2moonjuction,5 years ago,Jajajjaaajjajajajajajaja,Madonna - Rain (Official Video) [HD]
@puplover7991,8 years ago,"Ha! Actually, they were a tad before my time I think. However, I do recall rollerskating to that song! Yes, they were definitely a 70s boy band. That's why I can (most of the time) have patience for these little millennial nitwits that go crazy for Justin Beiber or One Direction. We know that those ""artists"" will go the way of Bay City Rollers or Shaun or David Cassidy. They just don't know it yet. How cute was Shaun Cassidy though? Te he.",Madonna - Borderline (Official Video) [HD]
@roncerod,5 years ago,"Remeber Aug 14 is the day for #LevitatingRemix with Madonna and Dua Lipa.
#queenofpop",Madonna - Express Yourself (Official Video)
@pruzper,11 months ago, @axcidt  Sure did,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@Jennyfer-f6f,3 days ago,From gabon 😂❤🎉🎉🎉,Madonna - Who's That Girl (Official Video)
@Bdkdiqiqbwbdid,6 years ago, @turtle6322  haha,"Madonna, Quavo - Eurovision Song Contest 2019"
@louisevierstraete333,5 years ago, @MrForeverBean  imagine him spitting on ur unions :),Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@Cheesesburgers46473,3 weeks ago,Meeee,Madonna - Hung Up (Official Video) [HD]
@AfricangunsmanGamingYT,1 year ago,Deadpool and Wolverine na them bring me here ..❤😊,Madonna - Like A Prayer (Official Video)
@BRAVENEWORDERFILMS,6 years ago (edited),"Thank you. That top comment was a pretty ""gay"" reach...
  
  That sounded like a ""move"" I hope to God I never experience much less see...🤔😳🤢",Madonna - Like A Virgin (Official Video)
@JerseyBoy680,5 years ago,It bothers me to the core that they stopped giving her airplay.  A couple of tracks off of this album should have been huge.,Madonna - Girl Gone Wild (Official Video)
@BritneyHIAM,5 years ago,"you tried to sneak arianna in there like we wouldnt notice, her sales are abysmal",Madonna - Girl Gone Wild
@ScottCruz,6 years ago,Back in the days when age didn’t matter. Today people obsess over the stupidest shit. Which is why entertainment today is shit.,Madonna - Beautiful Stranger (Official Video) [HD]
@AMAZONPRODUCTREVIEW-fr9oj,1 year ago,Who is lestining in 1971,Madonna - Back That Up To The Beat (Official Lyric Video)
@raya1026,2 months ago,U said it😊,Madonna - True Blue (Official Video)
@dennissarana8726,4 years ago, @Christine-nh3jg  rfr,Madonna - You'll See (Official Video)
@InspireDosez,7 years ago,Don’t worry you will die... Another day! Ha GOT EMMM,Madonna - Die Another Day (Official Video)
@finechina3626,1 year ago,"They didn't include 18th century vogue??? Than nope,that was the best all time Madonna production,it was so theatrical and vividly imaginative,it set a bar for decades to comes,ask Brittany or GaGa?",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@jeffbaldelli1268,1 year ago,No,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@Marstepolovsky,5 years ago,me,Madonna - Cherish (Official Video) [HD]
@allyreneepenny9447,5 years ago,And her looks so amazing 💯💯,Madonna - Open Your Heart (Official Video) [HD]
@addabcify,11 years ago,"logan arndt Ok. I am not discounting his artistry. But you are wrong. MJ's career was non existent in the 90's. It was over. Madonna, on the other hand, had the BIGGEST hit of her career in 1994. And Ray Of Light , one her biggest, was in 1998. Let's also remember that Music, from 2000 had two huge hits. And Confessions on A Dancefloor, from 2005, was one of her biggest selling. ""Hung Up"" in fact, is her most successful single globally. SO please be quiet and do not say stupid shit like ""Madonna's carreer was over in the 90's and 00's"". That was Michal Jackson. I respect him. My point is ... she outlasted him by far! But sexism is very strong ...",Madonna - Living For Love
@HolaBb-ki2kt,1 year ago,Para mi eres mi Angel ❤❤❤de Corazones te quiero mucho y siempre estare Escuchando tu linda Voz te quiero De Norman para Madonna siempre cera mi chica linda❤❤❤traducir Al Español te quiero,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@Producciones-vc1uf,6 years ago,"alexander castellini Madonna siempre ha sido escandalosa, y creo que la edad y la maternidad acentuaron mucho su calentura, pareces no conocer a la reina del pop.","Madonna, Maluma - Medellín"
@kesharisuthar3268,3 years ago (edited),"This is March 2026 & this classic, timeless, heart touching  and iconic song : DON'T CRY FOR ME ARGENTINA by MADONNA (as an actress & singer) continues to be exceedingly electrifying, enormously emotional, exceptionally enthralling, excellently elegant, exclusively elating and exquisitely expressive even today. Her acting, as also her singing, are soul stirring,  superb, spellbinding, sincere,  sweet and simply  spectacular. The music is marvellously melodious, magnificently memorable, magically momentous and mesmerisingly masterpiece. ❤❤❤❤❤❤",Madonna - Don't Cry For Me Argentina (Official Video)
@HungarianBall,1 year ago,Jó Napot! Minden Megvan!,Madonna - Back That Up To The Beat (Official Lyric Video)
@charlesscott8772,2 years ago,That was your mom? WHAT!!!!! WOW,Madonna - True Blue (Official Video)
@RDrRD1989,10 years ago,"Ансаган Абиева
great. you?",Madonna - Ghosttown
@manialord1699,2 years ago (edited), @Howlingburd19 as well as 2000s. Music sold 11 million and confessions sold 10 million,Madonna - Vogue (Official Video)
@marcelozerbini5411,1 year ago,All of us,Madonna - American Pie (Official Video) [HD]
@curtwall7089,7 years ago,Here shes awesome,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@SaintRafaelaMusic,10 months ago,Couldnt agree more,Madonna - Take A Bow (Official Video) [4K]
@sudongkim5895,12 days ago,yes im,Madonna - Don't Cry For Me Argentina (Official Video)
@youcef543,6 years ago,Hhh,Madonna - Jump (Official Video) [HD]
@soba_entertainment,1 year ago,Whose listening in 2025? 👇🏾,Madonna - Secret (Official Video) [HD]
@anikabananika,8 months ago (edited),You’re right… it was controversial for all the reasons you said… but I don’t think that he was meant to be a black Jesus but he was meant to be the Peruvian Saint… Saint Martin de Porres… so yeah… everyone interpreted that one wrong and got mad at this part for no reason… and even he was meant to be black Jesus… get a freaking grip…,Madonna - Like A Prayer (Official Video)
@bertrandrio2495,1 month ago,Seychelles 🇸🇨🎊🎉,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@rixalalejandro9795,5 years ago,"Yes, i feel like young madonna is come back",Madonna - Nothing Really Matters (Official Video) [HD]
@taracollins5597,5 years ago,"That is almost exactly what my mom said in 1984!!! She said ""Madonna is a fad."" I told her at the time ""Nope, she isn't."" LOL Guess I was right! Mom chuckles when I mention it to her now.",Madonna - Lucky Star (Official Video)
@truthteller9772,7 years ago, @1414yorks  the music world would be boring with out her .,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@michaelmcveigh8880,1 year ago,Ocean s,Madonna - Frozen (Official Video) [HD]
@ИлиянТомов-й9р,1 year ago,"И аз твърдя, Че е най добрата й от всички песни ❤",Madonna - Sorry (Official Video) [HD]
@kevincheng81,11 years ago,"steven yany I know. I'm just more into vocal-oriented divas, so Madonna was never on my must-check-out list.",Madonna - Living For Love
@КебабШашлыкович,6 years ago,"Братья и сестры, вы забыли о совести! Сожгите радужные флаги, перестаньте поклоняться золотому тельцу, несите добро в мир, только так вы спасетесь!","Madonna, Quavo - Eurovision Song Contest 2019"
@bartholomewarmbruster5693,10 years ago,it's fucked up how Madonna is breaking her back (literally) to promote her music but the radio stations will not even give her music one spin. All the artists that get heavy air play are below 30. Adele is the oldest artist to get heavy airplay nowadays. Madonna is 57 and yes she will continue to age!   getting old is a part of life and it should be celebrated and not discriminated upon.,Madonna - Living For Love
@kinkleXberry,7 years ago,Ismat Shaikh ...it's three years old. :|,Madonna - Ghosttown
@oscarpedroso9958,1 year ago,"I have felt this before. Man, it's powerful!",Madonna - Crazy For You (Official Video)
@raychelnixxx.1035,4 years ago, @missstartseva  BESTEST EVA 👊🏼💥✊🏼💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻❣️❣️❣️❣️❣️❣️,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K]
@Night_Red_Cat,3 years ago,"In truth so. However, earlier in time it was like that. And will be. The fact. That we were young. And this music attracts. Brings back our joy of those times.",Madonna - Dress You Up (Official Video)
@xxdevopoxxpa2525,5 years ago,Awesome,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@alyaaraheem9351,6 years ago,Sepehr Shafizadeh   I hear it from Iraq 🇮🇶,Madonna - American Pie (Official Video) [HD]
@savannahwhite5755,6 years ago,That's good news and good to know too what you do when nobody else has been guided on your way? literally like now and forever,Madonna - Beautiful Stranger (Official Video) [HD]
@trinityfretwell,6 years ago,Luvie1980 yup,Madonna  - Give It 2 Me feat. Pharrell (Official Video)
@julian1358-n1v,5 years ago,Not a warning but a ritual.,"Madonna, Quavo - Eurovision Song Contest 2019"
@LuisFernando-dx4io,9 months ago,Eu aqui 🙋🏾‍♂️ 🇧🇷 ❤️,Madonna - Sorry (Official Video) [HD]
@Wildnmemes,2 years ago,Only if you were white💀 but times are different now but this song remains amazing.,Madonna - Lucky Star (Official Video)
@vivianechavasse-j5l,1 year ago,Le bonjour de France 🇫🇷 amitié Viviane 🫵💿🎶🤝,Madonna - True Blue (Official Video)
@christinegrannesandchaska4043,2 months ago,​ @Repairandbuild  seems like a lifetime ago to me...,Madonna - Live To Tell (Official Video)
@MrBerserknitro,8 months ago,Yep..,Madonna - Live To Tell (Official Video)
@arsenjaho8854,5 years ago,"No, its not true, this song was very successful back in 1993. One of the Erotica's most played songs. I remember that was both as a song and as a video my favourite from erotica album. One year later Madonna launched I'll remember which was influenced from Rain.",Madonna - Rain (Official Video) [HD]
@irelandssons,11 months ago,she sold her soul for it,Madonna - Like A Prayer (Official Video)
@Longbertus,4 years ago,I heard it first when i was 6 years old. Now i am a 28 year old grown man and still love this song,Madonna - Frozen (Official Video) [HD]
@k-leb4671,5 years ago,"The song's not that great, but I appreciate the symbolism and riskiness in the music video, and the choir adds a nice atmosphere to the song.",Madonna - Like A Prayer (Official Video)
@teamaztexz,7 years ago,Fantastic here’s to many more to you guys,Madonna - Crazy For You (Official Video)
@gmm5175,3 years ago,That's why she's my favorite female artist of all time!,Madonna - 2012 Super Bowl Halftime Show
@y4nns,6 years ago,Huh,"Madonna, Quavo - Eurovision Song Contest 2019"
@kammig.3010,7 years ago,michael jackson legendary!!,Madonna - Open Your Heart (Official Video) [HD]
@bernadettemccann2618,1 year ago,"❤ sending love from Ireland 🇮🇪   

Emotional and mental abuse is the worst!! 
Good on you! You are amazing!❤",Madonna - You'll See (Official Video)
@sammbabazi2849,3 years ago,"Madonna is still here, let's be thankful to that! She's a living legend, most of her contemporaries are gone. She's the Queen! 😃😃",Madonna - Who's That Girl (Official Video)
@johnvankraaij220,3 months ago,Perfect ❤❤❤,Madonna - Music (Official Video)
@mattpetty1,3 years ago (edited),"I'm a 69 year old guy and this is in my favorites category . I come back , select this song and crank up my headphone about once every two months, that and some Belinda Carlisle",Madonna - Cherish (Official Video) [HD]
@ariesleorising9421,5 years ago,August 2020,Madonna - Express Yourself (Official Video)
@Ola4ka,2 months ago,"2026- противостояние в мире усиливается между всеми странами . Возможно будет ядерная война , но я верю что ошибаюсь и ее не будет . Ковид хотя бы этот дурацкий закончился .","Madonna, Quavo - Eurovision Song Contest 2019"
@Uhhlaneuh,1 year ago,Sorry 2025,Madonna - Who's That Girl (Official Video)
@PandaWolf525,1 year ago,I did a good thing today. And I’m proud of myself trying to make this cruel world a little bit of a better place. Help out your fellow man when the opportunity presents itself self. Not because you want to feel good about yourself. But because it’s the right thing to do.,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@tifanylately5897,5 years ago,Fr that was me but I starting saying in life,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@Svenne23,10 months ago,What was the Thing about the Bild? Btw. I love this song,Madonna - Ray Of Light (Official Video) [HD]
@imsaiko5046,3 years ago,She is,Madonna - Back That Up To The Beat (Official Lyric Video)
@2007enthusiast,1 year ago,Very beautiful comment,Madonna - Vogue (MDNA World Tour)
@jordysupernova,11 years ago,Lias Kiri These are comments sent from a heaven.  :-),Madonna - Vogue (MDNA World Tour)
@bpound4139,1 year ago,"yes here we are lol 

what an amazing performance!",Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@JuCarlos-ex8ip,2 years ago,She was born to be a superstar,Madonna - Dress You Up (Official Video)
@angelstears9944,5 years ago,I didnt really realize how huge this song before until I read your comment.,Madonna - Borderline (Official Video) [HD]
@gabygaby5701,4 years ago,It’s good music but it’s ni bohemian rapsody,Madonna - Material Girl (Official Video) [HD]
@tugcecar,1 year ago,hello from Turkiye,Madonna - La Isla Bonita (Official Video)
@deltaintel3395,4 years ago,Jup,Madonna - The Power Of Good-Bye (Official Video)
@malinfadiawara5501,4 years ago, @rebecca8525  Y'r Lucky thanks for US...LMD...,Madonna - Like A Virgin (Official Video)
@leedummett4412,4 weeks ago,"i long for the 1980s, which i know sounds silly as most people go on about the future. i grew up in the 1980s, and now iam a ghost of the 1980s.",Madonna - Cherish (Official Video) [HD]
@starryeyes2007,8 months ago,"35 years the song was written in 1 day during rehearsals for The Blonde Ambition Tour. I waited all night at Ticket Master in Houston all night to get upper prompt. Then pesky scalpers. I was 21 and the World Was Mine. Seeing it live May 4,1990 Amazing time ! We got cakes that they saw us on MTV. We spoke to Downtown Julie Brown America's first stop was Houston !","Madonna - Vogue (12"" Remix) [Official Video]"
@marinadeluca5834,3 years ago,Gracias Madonna por tu mensaje de empoderamiento!💖,Madonna - Express Yourself (Official Video)
@greatgaga266,5 years ago,Madonna <3,Madonna - Girl Gone Wild (Official Video)
@eimardgomes1128,5 years ago,What's the year of this song?,Madonna - Sorry (Official Video) [HD]
@cescorosa61,3 years ago,​ @burlhorse61  true,Madonna - Ray Of Light (Official Video) [HD]
@jairramirez_,5 years ago,Your wrong. She was 53 and slayed it all!!,Madonna - Girl Gone Wild (Official Video)
@mikesgoodmann9349,3 years ago (edited),It's like having Linda Lovelace play martha  Washington!  lol,Madonna - Don't Cry For Me Argentina (Official Video)
@igorsousa8222,5 years ago,The worst song from the 90s is better than the best song from 2010s,Madonna - Frozen (Official Video) [HD]
@爱慕-c4e,1 year ago,"Madonna, you are the goddess in my heart. I hope you live to be 200 years old.😘",Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@brizeeuk,6 years ago,im still here,Madonna - Nothing Really Matters (Official Video) [HD]
@DonNeuhauser-uo1wf,1 year ago,"I wrote Ms. Katy Perry that she might want to do some music videos with the wonderful alien people who turned me into a camera, once we help them get their worlds stabilized because their skills are more pre-1980s arts/artisan.  Love.  Don xoxo  I bet they would love to do a take on this with you - Vogue.  Love, Don xoxo","Madonna - Vogue (12"" Remix) [Official Video]"
@tashayoudris8221,5 years ago,<3<3,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@ThiagoVieiraAntunes88,1 year ago,😮 ❤ 🎉,Madonna - Celebration (Official Video)
@oneazterisk4669,1 year ago,Whitney Houston Star-Spangled Banner is up there,Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]
@orlagailgraytheforesthunte39,9 years ago,Diamond Kid11 BISH she ain't young,Madonna - Bitch I'm Madonna (feat. Nicki Minaj) [Official Video]
@peacebeuponthefamilyofyaseen,10 months ago,shes still alive..,Madonna - Vogue (Official Video)
@jaironjugg4899,8 years ago,So do I,Madonna feat. M.I.A. and Nicki Minaj - Give Me All Your Luvin' (Official Video) [HD]
@rickles_pickles01,7 years ago,I couldn’t help it!,Madonna - Music (Official Video)
@mariafellamazares4724,3 years ago,love it,Madonna - Like A Virgin (Official Video)
@kennyp9616,10 years ago,***** JO - YOUR OPINION IS FACTUALLY CORRECT. RESPECT,Madonna - Nothing Really Matters (Official Video) [HD]
@anth_Moncada,1 year ago,Hi,Madonna - Sorry (Official Video) [HD]
@rubinmike-litt1068,1 year ago,yeh if that emoji means loser.,Madonna - La Isla Bonita (Official Video)
@AlexisBeaman-z3p,9 months ago,im so scared dangerous job govt offical undercover govt offical,"Madonna - Vogue (12"" Remix) [Official Video]"
@MultiWatcher1000,2 years ago (edited)," @roc7880  I would not say last movie, but for me, last few movies after Quantum of Solace are not a canon anyway, because they ruined the movie franchise legacy that started in 1962. I did not mention books since they are their own story.",Madonna - Die Another Day (Official Video)
@vickynomikou4005,2 years ago,'Stars' nowadays like Taylor swift can't even compare to Madonna!! Madonna you rock 🎉🎉,Madonna - Dress You Up (Official Video)
@ЕвгенияПрокофьева-щ7у,11 months ago,Yes,Madonna - Beautiful Stranger (Official Video) [HD]
@freighttrain4379,5 years ago,This is exactly what I was thinking about🤣,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@125spero,1 year ago,Love that you are recognizing our Gypsy music and making collaborations with our people it is virtually untapped by American artists,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@crustydog1666,5 years ago,"I think she looks gorgeous in ""Material Girl"" where she's in the pink dress. Platinum blonde hair with dark eye brows not so much.",Madonna - Who's That Girl (Official Video)
@kimberleesimmering6228,2 months ago,Still brings me back,Madonna - Live To Tell (Official Video)
@SaraShakur94,1 year ago,She only sampled the instrumental. Why are you acting like she covered the whole song,Madonna - Hung Up (Official Video) [HD]
@Sara_LeiLa,5 years ago,Ha! Preach it!,Madonna - Girl Gone Wild (Official Video)
@robertmiller9697,5 years ago,🙅🏻 nope 2021,Madonna - Music (Official Video)
@TraceyEaster760,6 years ago (edited),my sad pathetic childhood ... trying to be like this!!!! someone shouldve took my radio away dgifu and smacked me upside my head!!,Madonna - Like A Virgin (Official Video)
@LolaOpheliac,1 year ago, @holmesy2k8  are you slow? Who do you think signed off on the remix?,Madonna - What It Feels Like For A Girl (Official Video) [HD]
@albertito77,5 months ago,The song alone is enough to be controversial,Madonna - Like A Prayer (Official Video)
@mare.maciel,3 years ago,You are right! The 80's years are amazing!,Madonna - Dress You Up (Official Video)
@mattr3169,5 years ago,It's so funny.  Today's generation has NO IDEA how popular this song was when it first came out in 1990.  It set the world (and the dance clubs) on FIRE!,"Madonna - Vogue (12"" Remix) [Official Video]"
@annazerulo3980,9 years ago,"Wow,i don't know this!Thanks.",Madonna - Living For Love
@bernardingrid,1 year ago,❤️,Madonna - Music (Official Video)
@vitorurbano2009hotma,1 year ago,❤❤❤❤❤,Madonna - American Pie (Official Video) [HD]
@ultraultra6726,4 years ago,Jk. La isla bonita,Madonna - The Power Of Good-Bye (Official Video)
@Devotionorange,2 months ago,Me me me,Madonna - Dress You Up (Official Video)
@cie7809,10 years ago,Great Woman Madonna! Great respect!!,Madonna feat. Gogol Bordello - La Isla Bonita (Live Earth 2007)
@marimusic3411,4 years ago,She lose yourself.. what she did do,Madonna - Vogue (Live at the MTV Awards 1990) [Official Video]
@Aces956,4 months ago,Classic,Madonna - La Isla Bonita (Official Video)
